更新时间,#genre#
20251220 04:50,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001


央视频道,#genre#
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226419/index.m3u8
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0171&tk=a0c4f6cfaba3
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0445&tk=e640d0a1bf70
CCTV1,https://tv.iill.top/x/cctv1
CCTV1,https://tv.iill.top/migu-1/cctv1
CCTV1,https://migu.188766.xyz/?migutoken=0c8e1603dbf05fbe76a5447909dbe89e&id=CCTV1&type=yy
CCTV1,https://migu.188766.xyz/?migutoken=e5853041bb4d028abfbeddf328107aa4&id=CCTV1&type=yy
CCTV1,https://tv.iill.top/migu/cctv1
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=sPzAe7&tk=FgM0vQMejxvG
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=b3eXPo&tk=FgM0vQMejxvG
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=DASpOl&tk=FgM0vQMejxvG
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=VaAaU1&tk=FgM0vQMejxvG
CCTV1,https://live.catvod.com/catvod_com.php?id=cctv1&token=32073e4500127407d173f38f17237fe18f1f19fb7adc734b5a10f64808a41d5e%3A1759970581%3AMTM1LjIzMi4yMDAuMg%3D%3D
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=GRslVT&tk=FgM0vQMejxvG
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=M8UbAJ&tk=FgM0vQMejxvG
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=PldLrS&tk=FgM0vQMejxvG
CCTV1,https://live.catvod.com/catvod_com.php?id=cctv1&token=b669df55235a773985ec88c796748171baecb24de783ec30aab351ebf57fc89b%3A1759884138%3ANDAuNjUuNTguMTM2
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=BovPet&tk=FgM0vQMejxvG
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=ol4Xj9&tk=FgM0vQMejxvG
CCTV1,https://migu.188766.xyz/?migutoken=6598d13b64b01bf74fc04c13b92b9cb6&id=CCTV1&pp=1
CCTV1,https://migu.188766.xyz/?migutoken=741e40cd30ca20ff5b10e49b08c79086&id=CCTV1&type=yy#http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3dea25&tk=822270345d4c
CCTV1,https://stream1.freetv.fun/cctv1-28.m3u8
CCTV1,https://stream1.freetv.fun/cctv1-38.m3u8
CCTV1,https://stream1.freetv.fun/cctv1-80.m3u8
CCTV1,https://stream1.freetv.fun/cctv1-14.m3u8
CCTV1,https://stream1.freetv.fun/3cd84be1fb3623f1c3ba7d3d26e3d607331255d6559bd3e6ded774a1ff7c2b89.m3u8
CCTV1,https://stream1.freetv.fun/cctv1-90.m3u8
CCTV1,https://stream1.freetv.fun/03926cb79638398a11285c90b222911693264d56dc9fc0172bec90b39c6b371b.m3u8
CCTV1,https://stream1.freetv.fun/ce5384774a118c8eccc8a7402ba31e40b0fd0e08e06a0220c0043cfca4400c14.m3u8
CCTV1,https://stream1.freetv.fun/0905e6f82d72f6c6a745f5f5bf328779cb3348751e044b96934fff521f5d97a5.m3u8
CCTV1,https://stream1.freetv.fun/961876d0c8bba36f6519d7018724963b00d568ce7a9f1f1b31e2b373b4f1d2b3.m3u8
CCTV1,https://stream1.freetv.fun/rthk33-1.m3u8
CCTV1,https://stream1.freetv.fun/cctv1-86.m3u8
CCTV1,http://218.94.31.154:1111/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://117.84.189.19:9527/rtp/239.49.8.19:9614
CCTV1,http://220.190.54.26:8188/udp/233.50.200.130:5140
CCTV1,http://aklim.f3322.net:18885/rtp/239.45.3.88:5140
CCTV1,http://router.870503.xyz:18885/rtp/239.45.3.188:5140
CCTV1,http://op.aklim.dpdns.org:18885/rtp/239.45.3.88:5140
CCTV1,http://router.870503.xyz:18885/rtp/239.45.1.21:5140
CCTV1,http://121.237.247.137:8888/rtp/239.49.8.129:6000
